region_1_mean,region_1_std,region_1_entropy,region_2_mean,region_2_std,region_2_entropy,region_3_mean,region_3_std,region_3_entropy,region_4_mean,region_4_std,region_4_entropy,label
784.0,1666.4638834970292,4.0,784.0,1565.1058670262532,4.0,784.0,1558.4874077130044,3.702819531114783,784.0,1621.6798389324572,3.8750000000000004,1.0
784.0,2272.6960861496636,3.8750000000000004,784.0,2253.7807679541506,4.0,784.0,2170.9990787653505,4.0,784.0,2038.1658421237464,4.0,1.0
784.0,1866.2656898201822,4.0,784.0,1738.4635817295684,3.8750000000000004,784.0,1780.5124613436435,4.0,784.0,1646.521105239772,4.0,1.0
784.0,1485.1659839896683,4.0,784.0,1517.1994760083462,4.0,784.0,1556.3475672226946,4.0,784.0,1492.561221524933,4.0,1.0
784.0,1505.3556058287356,4.0,784.0,1543.0233715015465,4.0,784.0,1563.1079217379713,3.8750000000000004,784.0,1484.122889116666,3.8750000000000004,1.0
784.0,1349.7247867621013,3.8750000000000004,784.0,1463.2346445461164,3.8750000000000004,784.0,1473.7483672594858,3.8750000000000004,784.0,1479.648522453897,4.0,1.0
784.0,1921.2729504159474,4.0,784.0,1792.1490939651198,4.0,784.0,1830.0894103840938,4.0,784.0,1673.0789730314586,4.0,1.0
784.0,1987.6245244009242,3.8750000000000004,784.0,1873.1538578023963,3.8750000000000004,784.0,1880.2892729577543,4.0,784.0,1725.1377118943287,3.8750000000000004,1.0
784.0,1873.4812182138362,3.8750000000000004,784.0,1988.1193689011734,3.8750000000000004,784.0,1725.9429306903517,3.8750000000000004,784.0,1882.03609821916,4.0,1.0
784.0,2066.577514878162,3.8750000000000004,784.0,1960.4337530250798,3.8750000000000004,784.0,1939.6419128282416,4.0,784.0,1806.6291470581339,3.8750000000000004,1.0
784.0,1961.0086690272433,3.8750000000000004,784.0,2066.4709651964627,3.8750000000000004,784.0,1807.946832735963,4.0,784.0,1941.262797768504,4.0,1.0
784.0,2254.295843495259,3.5,784.0,2198.2850702308833,3.8750000000000004,784.0,1802.4209067251745,3.8750000000000004,784.0,1923.1437803762879,4.0,1.0
784.0,2199.964403121105,3.8750000000000004,784.0,2255.8344077081542,3.5,784.0,1926.0227477888209,4.0,784.0,1804.468619843526,3.8750000000000004,1.0
784.0,2372.766950208132,2.771782221599798,784.0,2481.2582493565637,2.771782221599798,784.0,1888.0804074509115,3.702819531114783,784.0,1974.481229335949,3.8750000000000004,1.0
